song,artist,url,lyrics
Dorothy,mewithoutYou,https://genius.com/Mewithoutyou-dorothy-annotated,"The other night I dreamt I was back in collegeThere were boys in robes and sandalsThey were singing songs to KrishnaBurning candles they would trade for moneyYou agreed to buy one cause you felt guiltyOne turned into Sr. MargaretI said ""If you can change your shape that easilyCan you take the form of my dead father?Because I think he would've liked to meet my wife""And I know for a fact he would have liked my wifeThen last night I was in MarylandWith the singing and praying bandJoining in ""Satan get behind me""With ironic faithfulnessAnd a man looked almost exactly like ElliotAnd satan turned to me: Have you thought much about that cry?Eloi, EloiHave you thought much about that cry?Have you thought much about that cry?Have you thought much about that cry?Have you thought much about that cry?Have you thought much about that cry?Eloi, EloiEloi, EloiLama sabachthaniEloi, EloiEloi, EloiElliot Eloi Eloi."
Magic Lantern Days,mewithoutYou,https://genius.com/Mewithoutyou-magic-lantern-days-annotated,"Hail the blest atomic mornUnto the earth a bomb is bornThe pebble bed reactor coreUp to the sky ascends.Hail the blest atomic sea,Its mouth in Oak Ridge, TennesseeWhose lips--untouched with blasphemy--Our glowing eyes attendBishops wrapped in Bedford clothSaid pride would cast our victories off,The Deep Blue to our KasparovOur moral thoughts impart.""The city dumps fill the junkyardsFill the madhouses fill the hospitalsFill the graveyards fill not nothing else fills""Neither time nor I can hold your1985 Chernobyl heart.Brightest and bestAre the children of the morning.Dawn on our darknessAnd lend us thine aid"" {SHH 132}.In unmysterious waysWe re-enacted closet playsFrom charming, Magic Lantern daysFor the android whales below (thank you Harvey)You'd be cast as the NazareneIn the unrepenting desert sceneNear to me, your Mary Magdalene,Our Lady of the Snow,Brightest and bestAre the children of the morning.Dawn on our darknessand lend us thine aid"
Fox's Dream of the Log Flume,mewithoutYou,https://genius.com/Mewithoutyou-foxs-dream-of-the-log-flume-lyrics,"Provisionally 'I', practically aliveMistook signs for signifiedAnd so since I’ve often triedTo run them off a cliff like Gadarene swineAnd tied my word-ropes in anchor bendsWondering whether we were someone better thenOr maybe just better able to pretend(and what better means to our inevitable end!)No, I don't know if I knowThough some, with certainty insist""no certainty exists""Well I'm certain enough of this:In the past 14 years, there's only one girl I've kissedIn the blistering heat of the Asbury pierWe sat quiet as monks on the Ferris wheelUntil looking down at the waltzerAnd out at the seaI asked her, ""Do you ever have that recurring fantasyWhere you push little kidsFrom the tops of the ride?""And she shook her head noI said ""oh, neither do I""And with my grandma's ringI went down on one kneeAnd the subsequent catastropheHas since haunted meLike a fiberglass ghost in the atticMy inconveniently selective memoryAs provisionally 'You' mercifully withdrewAll the bearing points we thought we knewDay's run, days set plotOur compass shotWe sailed waywardly onSinging our midnight archer songsUntil well past dawnIt's still dark in the deck of our boatHaphazardly blown broken bowsOur aimless arrow-wordsDon't mean a thingSo by now I thinkIt's pretty obvious that there's no GodAnd there's definitely a God!"
Nine Stories,mewithoutYou,https://genius.com/Mewithoutyou-nine-stories-lyrics,"Half-mast land grants homesteading lawsPast Dodge Summit toward Athabasca FallsPracticing our Avocets and Gnatcatcher callsI laid down our guns where the soldierfish swamAnd slept inside the shoe of the world's tallest manAnd I saw Charlotte Corday with the knife in her hand(It was nothing new)I've perched on Steele Dakota's sandhill craneI flew among the Paiute before the Mormon rainI was in Virginia City for the stringing up of Clubfoot Lane(But I've never seen anything like You)All untied, by and by!But I'd pour the matrimony wineAll untied, by and by!So if you're ever so inclined(So if you're ever so inclined)(So if you're ever so inclined)Low in a lodgepole branch nearbyA lovesick Barnyard, an amorous eyeWhat unprecedented gift does this afternoon provide?What from the air now calls to water on the land?What from my seclusion does this charlatan demand?What to do now with my best-laid eremetic plans?I've been to the Arfaks where the Sicklebills flySeen Tangier's acrobatics nine stories highI was there at Appomattox back in '65When the General arrivedBut I've never been in this room before!(Aside)All untied, by and by!That same old dream's trapped in my mindAll untied, by and by!I'm bound in ropes and on the firing lineAll untied, by and by!Well I wake up disappointed every timeI wake up disappointed every time!Oh, I wake up disappointed every time!"
All Circles,mewithoutYou,https://genius.com/Mewithoutyou-julian-the-onion-lyrics,"Logger Days, savannah, the menagerie packed its trainsLeft Bitter Root, Montana for those old Nebraska plainsTicket sales were suffering now, with half the animals goneBut the circus kept its course somehowAnd the show continued onPitched their tents in Battle Creek on a makeshift flatbed stageWith a draytop shotgun rhino's peakAnd a black wrought iron cageThe barker sprung to action as the band began to playTo introduce the new attraction who they'd picked up on the wayJulianJulianJulian the Onion who they'd picked up on the wayJu...JulianJulian the Onion who they'd picked up on the way ""Cleanse your minds and palatesAs I seldom mince my wordsThis poor boy's a walking shallot;Yes, it's shocking as you've heard!From his lonesome, yellow childhood, so fantastically deformedHe was battered by his classmatesAnd sauteed like bantam corn'Red Vidalias!' 'Valley Sweets!' for twelve long, rotten yearsIf he so much as skinned his kneeThe entire schoolhouse moved to tearsWe found him where he'd sproutedPlotting a garden coup d'etatIn a carrot stick and celery stalk manage-a-mirepoixNow, feast your caramel eyes on the most savory sight in town!""All his joking well-evoking peals of laughter from the crowdBut JulianJulianJulian the Onion was not laughing with the crowdJulianJulianJulian the Onion was not laughing with the crowd"
"The Fox, The Crow And The Cookie",mewithoutYou,https://genius.com/Mewithoutyou-the-fox-the-crow-and-the-cookie-lyrics,"Through mostly vacant streetsA baker from the outskirts of his townEarned his living peddling sweetsFrom a ragged cart he dragged aroundThe clever fox crept close behindKept an ever-watchful eyeFor a chance to steal a ginger spice cakeOr a boysenberry pieLooking down was the hungry crow:""When the time is right, I'll strikeAnd condescend to the earth belowAnd take whichever treat I'd like""The moment the baker turned aroundTo shoo the fox off from his cartThe crow swooped down and snatched a shortbread cookieAnd a German chocolate tartUsing most unfriendly wordsThat the village children had not yet heardThe baker shouted threats by canzonetteTo curse the crafty bird""You rotten wooden mixing spoonWhy, you midnight-winged raccoonYou better bring those pastries backYou no-good burned-black macaroon""The fox approached the treeWhere the bird was perched delighted in his nest""Brother Crow, don't you remember me?It's your old friend Fox with a humble requestIf you could share just a modest pieceSeeing as I distracted that awful man""This failed to persuade the crow in the leastSo the fox rethought his plan""Then if your lovely song would grace my earsOr to even to hear you speakWould ease my pains and fears!""The crow looked down with a candy in his beak""Your poems of wisdom, my good crowWhat a paradise they bring!""This flattery pleased the proud birdSo, he opened his mouth and began to sing:"
Timothy Hay,mewithoutYou,https://genius.com/Mewithoutyou-timothy-hay-lyrics,"On a cold December, just before dawnAs the sun said ""Hello"" to the skyThe mantis prayed while the lamellicornTumbled and rolled in a threadbare tieThe Holland Lops in the Karakung gladesIndignantly thumped their feetAnd hopped away when they cut their nosesOn the sharp-tipped blades(since the grass doesn't mind in the least)There's a heat pad waitin' in the chicken-wire hutchWhere the does from the Netherlands stayBut that dry alfalfa don't taste like muchAnd we're tired of the Timothy hay(hey)I touched her back, she was lying face downThe dew turned to frost in her eyesMe and Sister Margaret on the Pentagon lawnWith our wrists in a plastic tieWhile the rats by the tracks on these winter daysSeeking shelter from the coldMake a nest in the traps of our various waysThat they can save their immortal soulsNo, Timothy hayOh no, Timothy hayOh no, Timothy hayOh no, Timothy hayOh no, Timothy hayOh no, Timothy hayPlease no more Timothy hayNo more Timothy hayOh no, no more Timothy hayNo, no more Timothy hayOh no, no more Timothy hayNo more Timothy hayOn a cold December, just after duskAs the sun bid its cordial goodbyesWe get split to pieces like an apple seed huskTo reveal the tree that's been hidden insideWe're a sapling caught in a tattered sirahAs the seams from the shepherd's purse-beltBroke the news to Mom: we found a better MomWe call ""God"" (which she took quite well)"
In A Market Dimly Lit,mewithoutYou,https://genius.com/Mewithoutyou-in-a-market-dimly-lit-lyrics,"The bird that plucked the olive leafHas been circling like a record 'round the spindle of my mindWhere the needle's worn the grooves too deepAnd scratched the wax that's blistered from the heat besidesFrom any movement in the room-If my cat walked by the arm skipped!But to my surprise, my interrupting cat improvedA sound already so severely compromisedThe needle's worn the grooves too deepThe needle's worn the grooves too deepThe needle's worn the grooves too deepThe needle's worn the grooves too deepI'm a donkey's jaw on a desert duneBeside the bush that Moses sawThat burned and yet was not consumedShe's the silver coin I lostI'm the sheep who slipped awayWe pray with fingers crossedBut you listen patiently anywayI wrote a little song for youWith a melody I'd borrowed put to words that didn't rhymeTo repeat what you already knewAs the stones thrown at your window tapped in syncopationYou kept a distance out of fear you'd breakBut what good's a single windchime, hanging quiet all alone?The music our collisions would makeIs a sound that turns the road-that-leads-us-back-homeInto HomeThe music our collisions make!The music our collisions make!The music our collisions make!The music our collisions make!I had a rusty spade but I'm not the fightin' sortIf I was Samson I'd have found that harlot's bladeAnd cut my own hair short!Then in a market dimly lit I come casually to payYou see my coins are counterfeitBut you accept them anyway"
"O, Porcupine",mewithoutYou,https://genius.com/Mewithoutyou-o-porcupine-lyrics,"Without a queen the locust swarmTurned the ground to blackDescending like a shadowy tower on a fish's backAnd scattered the sticks who crawledLike snakes in the sandAs the red clay took the form of a lizardWho rushed like a moth to the flame of my open hand(while, in my little worldMy sad, little world...)A speckled bird humbly inspiredRan across the road when it could have flownAnd it made me smileAnd at the water's edge, BabylonAs we laid and slept, the river weptFor you, O'Zion!The stones cry outBells shake the skyAll creation groans...SHHHH!!!Listen to it!Messes of men in farmer poverty;Not much for monks but we pretend to beShare a silent meal and a pot of chamomileGypsies like us should be stamped in solidarityI held you in my fond but distant memoryWhile waiting for the Mother Hen to gather meWho regretfully wrote""you have a decent ear for notesBut you can't yet appreciate harmony.""O' porcupine perched low in the treeYour eyes to mine:"
Tie Me Up! Untie Me!,mewithoutYou,https://genius.com/Mewithoutyou-the-ghost-lyrics,"I'll lie down for the last timeAnd fall well away from herI insist that I'll be dearly missed(please, say ""Never,"" say ""Never!"")I'll pour down like waterAnd in between the sky and doubtWe talked about 'forever'And all our other useless wordsUntil I say""In His silent sound was thePeace I found"" but she hides behindHer eyelidsAnd I feel the breath from her noseOn my neck as it blows byThe warmth passes me (like her love did)""But a tree once cut downCame up new from the ground""And she smiles a lie, ""That may very well be,""She replies ""And so it goesIt's the Devil, I supposeBut it doesn't matter much to me.""(A one, two, three four!)Put musicPut musicPut music to our troublesPut musicPut music to our troublesAnd we'll dance them awayFrom my left eye flow tears of joyOf sorrow from my right""You might be too strong to surrenderBoy, but you're far too frail to fight.""That old dull pain beats in my brainIt falls down my back into every limbAnd it's more of the sameAs the warmth that I seem to lackYou'll neither find in him"
Leaf,mewithoutYou,https://genius.com/Mewithoutyou-yellow-spider-lyrics,"We took the twine we used to useTo tie up tight our tattered shoesTwisted twigs and crooked crossA necklace for the deeply lostBuilder with the broken bricksMother to the baby chicksYou made this world to look so niceI wonder what the next one's like?Yellow spider, yellow leafYellow spider, yellow leafYellow spider, yellow leafConfirms my deepest held belief..."
Four Word Letter (Pt. 2),mewithoutYou,https://genius.com/Mewithoutyou-four-word-letter-pt-2-lyrics,"I wrote a four word letterPost-script in crooked lines""Though I'd lived I'd never been alive.""And you know who I amYou held my hemAs I traveled blindListening to the whispering in my earSoft but getting strongerTelling me the only purpose of my being hereIs to stay a bit longerWielding a bicycle chainAs the handlebars crashed to the groundThe back wheel detached from the frameIt kept rolling yeahBut aimlessly drifting aroundOh DoubtersLets go downLets go downWon't you come on down?Oh DoubtersLets go downDown to the river to pray""But I'm so small I can barely be seenHow can this great love be inside of me?""Look at your eyesThey're small in sizeBut they see enormous thingsWearing black canvas slippersAnd our frog-on-a-lily-pad poseWe sewed buttons and zippersTo Chinese pink silk and olive night clothesIf you can someday stop bySomehow we'll show you the picturesAnd fix you some teaSee, my dad's getting a bit older nowAnd just unimaginably lonelyOh pretenderLets go downLets go downWon't you come on down?Oh pretenderLets go downDown to the river and pray"
Nice And Blue,mewithoutYou,https://genius.com/Mewithoutyou-nice-and-blue-pt-2-lyrics,"You were a song I couldn't singCaught like a bear by the beesWith its hand in a hiveWho complains of the stingWhen I'm lucky I got out alive!A life at best left half-behindThe taste of the honeyStill sweet on my tongueAnd I'd run (Lord knows I've tried)But there's no place on EarthI can hide from the wrong I've doneThen I saw a mountain and I saw a city(I was once the wine)Steadily sinking but suspiciously calm(I was once the wine)It wasn't an end, it wasn't a beginning(I was once the wine)But a ceaseless stumbling on(And you were the wine glass)There, strapped like a watch on my wrist(I was once alive)That’s finished with gold but can’t tell time(I was once alive)Was all or what little pleasure exists(I was once alive)Seductively sold and uselessly mine(When you held me)Our horse was fast and first from the gateWith the lead of a length at the sound of the gunAnd the last of our cash laid down to fate (at 17 to 1)But by the final stretch in the rear of the packThat nag limping bad in the backWe reluctantly gave all the money we’d savedA fifth to the commonwealth and the rest to the track!"
Silencer,mewithoutYou,https://genius.com/Mewithoutyou-i-never-said-i-was-brave-acoustic-lyrics,"You might sleep, but you'll never dreamOnward, progress, or so it seemsYou might laugh, but you'll never smileCome on in and waste away a whileMy stomach swears there's comfort thereIn the warmth of the blankets on your bedMy stomach's always been a liarI'll believe it's lies againNo use in saying how I'm sorrySo I'm trying not to speakI'll sing in silence as I lay beside youWith my face against, against your cheekWhen dreams of rings of flowers fade and blurGiving way to that familiar illCome over, come overWhere I'm waiting for youNo use in saying how I'm sorrySo I'm trying not to speakI'll sing in silence as I lay beside youMy face against, against your cheekNo use in saying (If you'd unlatch the window)How I'm sorry (If you'd let me... )So I'm trying (If you'd give me another... )Not to speakI'll sing in silence (If you'd forget the pain... )As I lay beside you (If you'd unlatch the window)With my face (If you'd let me lay there on your floor)Against your cheek"
"Flee, Thou Matadors!",mewithoutYou,https://genius.com/Mewithoutyou-flee-thou-matadors-lyrics,"FERDINAND :You the coverclouds in a midnight skyI, a little snowflake waxwing highErring on the delicate side:Who can mark the hour our soul sick friendships die?MARIA :Ever felt like Noah on an overcast day?David, take down your harp and playFERDINAND:You hatched your little plan when the first fell through?The wicked in you ran, though none pursued!MARIA:You’re toeing a precarious lineSilk shirt for a sackcloth king---David, take down your harp and sing!FERDINAND:Clockwork drama in a Josten’s ringEver on the verge of catastrophe…***************************King of Spain, Queen of Portugal***************************MARIA :I ran to the sea but the sea wouldn’t hide meThe oceans agree there was no one to hide!Will my story give way to the weight of its gravity?~self-appointed-cop-and-spokesman-of-the-end-times~FERDINAND :Knockneed step and a bent-back spineNo sense of direction besides...MARIA :Patterns in the clouds over lake Cascade!Message in the sounds of the Air Force planes!Tinky’s harp on the wall next to Janis Joplin!FERDINAND :Man, I coulda sworn that I sawThe cosmos in the livestock straw...MARIA :Early cartography sea creature dragon and all?****************King of Spain, our songs proclaimThat you’re Queen of PortugalKing of Spain, our prayers in vainTill you’re Queen of PortugalOwls now sail toward seas of Africa---flee, thou matadors!Courts of dandelionsWars of Oranges have conquered us!****************"
"New Wine, New Skins",mewithoutYou,https://genius.com/Mewithoutyou-new-wine-new-skins-lyrics,"If God wills this time tomorrow, bound for Boise via plane(willful mispronunciation of my destination’s name)I’d like to write a sequel to “the State That I am in” If God wills this time tomorrow in the early morning rainI’ll unpack the boots I borrowed and turn back the way I cameI’d like to write a sequel to “the State I am in”And I’d like to call the song New Wine, New Skins“God’s will” or “come what fortune gives”---Or is this truly how you’d choose to live:Managing the narrative?Come, unfastening android limbsIn the moonlight through translucent skinNow we’ve both been there and back againTo the state that I’m no longer inWith carbon fiber lips wherebyCame thought reflex personifiedNow a scorpion in the sky, harmless as a butterflySCORPION : You can pin and mount me likewise!If you fail first, some warm, bright dayI’ll unperform at your unmarked graveAnd you can tell me what those eyes have seenBut for now the Creek-don’t-rise routineWith churning engine, fix my headUp north in the Gold Fork riverbedFrom the misuse of intelligenceAnd all I wish I’d said pours outNew wine, new skins“God’s will” or “come what fortune gives”Or is this truly how you’d choose to live?"
Chapelcross Towns,mewithoutYou,https://genius.com/Mewithoutyou-chapelcross-towns-lyrics,"Let’s retire to our kneesWith our books as our graciousAnd kindly machinesOf concern take our placesGrow motorized treesBuild robotic facesWho smile on commandWho can mind their own businessWe’ll hold human handsAnd rest human feetIn the Chapelcross TownsOf the battle-scarred morningsFake leaves rustling soundsLay rattlesnake warningsFrom our homes undergroundYou can still hear them moaningDon’t cheat on your taxesBut as for your spousesDark secrets come outWith comma or withoutWhen the tired young kneesOf your father walked outTo the lord I disbelieveBut increase thou my doubtHe sat down in the leaflessnessA thousand more timesI went back on my wordBut I won’t go back this timeNeither bondsman nor freeBut a newspaper salesmenWho moves about words(e.g. “death do us part”)If our prayers are unheardWell, our prayers are unheard"
D-Minor,mewithoutYou,https://genius.com/Mewithoutyou-d-minor-lyrics,"A borrowed fern with a cigarette burnAnd a pawn shop ring in her handAt the Idaho courts to affirm our divorceBefore the marriage beganIn a celery boat singing triangle notesTo a horn from the military bandThe spectreworks care of Pepper & Dircks’Bargain Ghost and Haunted ManWe awkwardly shielded the curious eyesOf innocent pines from the forest floorFrom the frying pan of a celibate manTo the fires of the prematureWho could ask for nothing more?We're an unshrunk patch on a tear of the edgeWe're an unshrunk patch on a tear of the edgeWe're a campaign badge, the short-lived matchOf an unshrunk patch in the bellow's edgeOn the iron lungs of our languageA by-now acquired a fern with a cigarette burnIn a basket with a (rectangle) note on the bedroom floor:They repaired my fence, those bastardsI can't go back home no moreSave by a roundabout way, unto each dayIs sufficient misfortune thereofWith which to spend in proportion to your modest payWhile shopping around for a word like 'love.'--With obedient trust as a babe in the wombAnd impeccably chaste as a priest in the tombWith a Deadwood map and a dynamite hatI'll come back to Idaho soonHarmless as a Danish cartoonThis is not the first timeThis is not the first time G-d has diedThis is not the first timeThis is not the first time G-d has diedThis is not the first time capitalized three lettered sound has diedThis is not the first timeThis is not the first time"
Mexican War Streets,mewithoutYou,https://genius.com/Mewithoutyou-mexican-war-streets-revisited-lyrics,"Though by the path I leadThe passing of time and the pouring of teaAre all I've lately seenUntil our temporal bridge be burnedUntil our anchor stocks hold firmWhere the hands of clocks don't turnO my soulMay our lips remain discreetWhile your traps are beneath our feet--But how long before our tails are caughtBy our ""free"" thought?Sugar in the cane, candles lowKettle on the flame for the teapot? NoSugar in the cane, candles lowOn the Streets of Mexican WarsI battle with the memory of a first fightIn our contemptible youthI quoted White NightsThinking that'd get rid of youAnd waited with a stone in my handBut you were rightThat nature had another planNature had another planSugar in the cane, candles lowOn the West End Bridge looking down at the OhioSugar in the cane, candles goneYou panic like a mouse when the lights go onSugar in the cane, candles low"
East Enders Wives,mewithoutYou,https://genius.com/Mewithoutyou-east-enders-wives-lyrics,"We met by chance on the Roe River sideOur song-fires danced as our tea leaves driedShe hatched our plans in the atmospheric tidesSaid, ""Let's give up sacrifice next LentWell, that joke's long since been spent""So as the fool on the bagpipes playedWe kept cool in the parasol shadeYour thumb on my page at my tender ageEast enders wivesAnd hidden in the fox thorn blindWe grew old as the foxtail pineSheep in the cold shielding our goldSipping on milk and water likeShe packed our bags some arbitrary time(""By the time he wakes up, I'll be gone."")Then waved like a flag from the White Star Line(""Queensland our next stop, he'll be gone."")Unmoored, unwell, though I seldom elegize(""You still see who I once was."")We both been untrue but I'm still counting on youLike an invisible rosaryAnd as the past and all plans are undoneSlowly sank like a shipwrecked sunBridges and ropes, burning them bothBurned up the skyChoir sang as the black birds fellSorrow rang like the church-yard bellsAn axe to the trees, smoke for the beesAnd all our dads died"
Fiji Mermaid,mewithoutYou,https://genius.com/Mewithoutyou-fiji-mermaid-lyrics,"Stitch up the nets but the patch won't stayAs the nail beds rest in the calico hayThe Fiji Mermaid dressed in macrame wadingRoad in the fork and a bend In the spoonTurn cut short as a shadow at noonMelting like wax as that once full moon's, waningErsatz acts an insufferable bore'Sharp Shots' dull as a harlequin's swordWhen doing as you please doesn't please you anymoreAhh, ah ah, ah ah, ah ahAhh, ah ah, ah ah, ah ahStick of the match at the paraffin showDrop a nickel to watch the asparagus grow'The stone in what shell?'You sure like to know now don't you?A loom in the heir as the medicine cameTo the nest of the mare of the mystery claimsBut you'll miss having someone to blameFor your sadness, now won't you?Well maybe there'll be a bakery hiringWe'll knead a little bit of dough to get by(Groan!)Did you come knocking on my doorOr did I come to yours?Did you come knocking on my doorOr did I come to yours?Did you come knocking on my doorOr did I come to yours?Did you come knocking on my door?Did you come knocking on my doorOr did I come to yours?Whose ship came washed up on whose shore?And from what ocean floor?Did you come knocking on my doorOr did I come to yours?Whose ship came washed up on whose shore?And from what ocean floor?"
The Angel Of Death Came To David's Room,mewithoutYou,https://genius.com/Mewithoutyou-the-angel-of-death-came-to-davids-room-lyrics,"The Angel of Death came to David's roomThe Angel of Death came to David's roomThe Angel of Death came to David's roomHe said, ""Friend, it's time to go""'Angel, no, I think you've come too soonAngel, no, I think you've come too soonAngel, no, I think you've come too soonIt's not my time to goSorry friend, now put your hand in mineI'm sorry friend, now put your hand in mineBut good angel, don't I get a warning signBefore it's my time to go?Come now David, where's your grandma gone?Come now David, where's your grandpa gone?Come now David, where's your grandma gone?Their time came to goBut I slew Goliath with the sling and stoneI slew Goliath with the sling and stoneI slew Goliath with the sling and stoneIt's not my time to goHe'll be waiting for you when we get back homeHe'll be waiting for you when we get back homeHe'll be waiting for you when we get back homeIt's time, it's time to goCome now David, where's your momma gone?Come now David, where've your uncles gone?Come now David, where've your aunts all gone?Their time came to go"
"Allah, Allah, Allah",mewithoutYou,https://genius.com/Mewithoutyou-every-thought-a-thought-of-you-lyrics,"Every thought a thought of YouNo more thought, ""I ought to do""When nary a thing we seeOr touch we trust is trueEvery thought a thought of YouEvery look in search of YouNo need for booksWhen we're with YouYou wear a thin disguiseO, light within my brother's eyesEvery look in search of YouDa da da da daDa da da daEvery song in praise of YouOur darkest nights are days to YouThe trees raise branches highLike arms in church to grateful skyEvery song in praise of YouNo one here to believe but YouEveryone else is boundTo leave but YouThey swear, their love is realThey mean, ""I like the way you make me feel.""(No one here to believe but You)There's no one here to believe but YouDa da da da daDa da da daDa da da da daDa da da daKul-anaya fir minh kaAbadan ahatman enna ajabHayya'alal falal qad qamadis alahHaqq: la illaha il allahKul-anaya fir minh kaAbadan ahatman enna ajabHayya'alal falal qad qamadis alahHaqq: la illaha il allahLa illaha il allahLa illaha il allahLa illaha il allahLa illaha il allahLa illaha il allahLa illaha il allahLa illaha il allahLa illaha il allah"
Messes Of Men,mewithoutYou,https://genius.com/Mewithoutyou-messes-of-men-lyrics,"""I do not exist,""We faithfully insistSailing in our separate shipsAnd from each tiny caravel-Tiring of trying, there's a necessary dyingLike the horseshoe crab in its proper seasons sheds its shellSuch distance from our friendsLike a scratch across a lensMade everything look wrong from anywhere we stoodOur paper blew away before we'd left the baySo half-blind we wrote these songs on sheets of salty woodCaught me making eyes at the other boatmen's wivesAnd heard me laughing louder at the jokes told by their daughtersI'd set my course for landBut you well understandIt takes a steady hand to navigate adulterous watersThe propeller's spinning blades held acquaintance with the wavesAs there's mistakes I've made no rowing could outrunThe cloth low on the mast like to say I've got no pastBut I'm nonetheless the librarian and secretary's sonWith tarnish on my brass and mildew on my glassI'd never want someone so crass as to want someone like meBut a few leagues off the shore, I bit a flashing lureAnd I assure you, it was not what I expected it to be!I still taste its kiss, that dull hook in my lipIs a memory as useless as a rod without a reelTo an anchor ever-dropped, seasick-yet-still-dockedCaptain spotted napping with his first mate at the wheelFloating forgetfully along, with no need to be strongWe keep our confessions long and when we pray we keep it shortI drank a thimbleful of fire and I'm not ever coming backOh, my G-d!""I do not exist,"" we faithfully insistWhile watching sink the heavy ship of everything we knewIf ever you come near I'll hold up high a mirrorLord, I could never show you anything as beautiful as You"
Yellow Spider,mewithoutYou,https://genius.com/Mewithoutyou-yellow-spider-lyrics,"We took the twine we used to useTo tie up tight our tattered shoesTwisted twigs and crooked crossA necklace for the deeply lostBuilder with the broken bricksMother to the baby chicksYou made this world to look so niceI wonder what the next one's like?Yellow spider, yellow leafYellow spider, yellow leafYellow spider, yellow leafConfirms my deepest held belief..."
Nice And Blue (Pt. 2),mewithoutYou,https://genius.com/Mewithoutyou-nice-and-blue-pt-2-lyrics,"You were a song I couldn't singCaught like a bear by the beesWith its hand in a hiveWho complains of the stingWhen I'm lucky I got out alive!A life at best left half-behindThe taste of the honeyStill sweet on my tongueAnd I'd run (Lord knows I've tried)But there's no place on EarthI can hide from the wrong I've doneThen I saw a mountain and I saw a city(I was once the wine)Steadily sinking but suspiciously calm(I was once the wine)It wasn't an end, it wasn't a beginning(I was once the wine)But a ceaseless stumbling on(And you were the wine glass)There, strapped like a watch on my wrist(I was once alive)That’s finished with gold but can’t tell time(I was once alive)Was all or what little pleasure exists(I was once alive)Seductively sold and uselessly mine(When you held me)Our horse was fast and first from the gateWith the lead of a length at the sound of the gunAnd the last of our cash laid down to fate (at 17 to 1)But by the final stretch in the rear of the packThat nag limping bad in the backWe reluctantly gave all the money we’d savedA fifth to the commonwealth and the rest to the track!"
Disaster Tourism,mewithoutYou,https://genius.com/Mewithoutyou-disaster-tourism-lyrics,"Call me outside, I'll come running downYou call me outside, I'll come running downCall me outside, I'll come running downYou call me outside, I'll come running downWhen I satisfied each need invented by my eyesI was a nest by a fox's holeOr dirt underneath your boot solesWhen I satisfied each need invented by my eyesTill it was nothing like I'd imagined, ohLike cocaine, their green eyes fixedOn the television to pass the timeUntil their two miles of elegant blindsHalfway raised for the watching as you walked by""Look, come to the window...She carries a candle at mid-day!While the sun's still so high!""But you knew better than to pay mindTo what people and the Devil sayCall me outside, I'll come running downInto your vacant, intoxicating nightIf you call me outsideTo their haunted streetsTheir red electric lights!Oh, I'm on the sad side of a nowhere townBut sister I'm all you've gotSo call me outside, I'll come running down...Then, not another word"
The Soviet,mewithoutYou,https://genius.com/Mewithoutyou-the-soviet-lyrics,"God is love and love is real,But the dead are dancing with the deadAnd whatever's charming disappearsWhile all things lovely only hurt my headAs I gather stones from fieldsLike pearls of water on my fingers' ends(And I carefully wrap them up in boxes...Safe from windows)From things that break!As the night-time shined like dayIt saw my sorry face and hair a messBut it liked me best that way...Besides, how else could I confess?When I looked down like if to prayWell, I was looking down her dress...Good God!Please, catch for us the foxesIn the vineyard... the little foxesSo turn your earsYou musicians, to silenceBecause they only come out when it's quietTheir tails brushing over your eyelidsOh, wake up, sleepersAnd rise from the dead!Or the fur that they shedThat's gonna lay on your bedIn a delicate orange-ish cinnamon red...Ah, but I don't need this!I don't need this!For I have my loves... I don't need this"
Carousels,mewithoutYou,https://genius.com/Mewithoutyou-carousels-lyrics,"On a bus ride into town(Jesus remember me)I wondered out loud(When you come to Your Kingdom)""Why am I going to town?""As I looked around(Jesus remember me)At the billboards and the stores(When you come)And I thought, ""Why do I look around?(Jesus remember me)And I kissed the filthy ground...(When you come to Your Kingdom)The first dry spot I found(Jesus remember me)I didn't have to wonder(When you come)Why I was laying downBefore long I was too cold...Took a bus back to the stationI found a letter left by a pay phoneWith no return contactAnd it read like a horn blown by some sad angel""Bunny, it was me...It was me who let you downIt was the shyest attemptI'd ever seen at conversationBut if I didn't have You as my guideI'd still wander lost in SinaiAnd counting the plates of cars from out-of-stateHow I could jump in their path as they hurry along!And You surround meYou’re pretty, but you’re are all I can seeLike a thick fogIf there was no way into GodI would never have laid in this grave of a body for so longAnd St. Cyril's fair always came throughThe first week of SeptemberBut it's already the 19th...And there's no sign of it...Yet I have a hard timeRemembering all the things I should rememberAnd a hard timeForgetting all the thingsThat I was supposed to forget"
The Cure For Pain,mewithoutYou,https://genius.com/Mewithoutyou-the-cure-for-pain-lyrics,"The cure for pain is in the painSo it's there that you'll find meUntil again I forgetAnd again He reminds me""Hear my voice in your headAnd think of me kindly""Let me be, let me beLowered down like a casketAnd buried just below her chest""Whatever I was searching forIt was never you,"" she saysThe record ended long agoWe go on dancing nonethelessI opened like a locket""If you're ever cold,"" I wrote""there's warmth inside meI'm the pocket of an old winter coat.""But where she used to say ""I need you.""Now, ""I don't""You'd only make the softest soundLike sugar pouring into teaDarling let your self pour downAnd dissolve into the LoveWho revealed Himself there quietly to meJesus have mercy on us"
